func,noise,M,lam,cv,test
5x^3 + x^2 + 5,равномерный,14,31.622776601683793,281.8984162191869,276.6966840600347
5x^3 + x^2 + 5,равномерный,14,100.0,320.79195625492594,331.08424983222596
5x^3 + x^2 + 5,равномерный,15,0.0,9799299.252313213,34657.63637069273
5x^3 + x^2 + 5,равномерный,15,1e-10,143017.005967789,5809.816108931228
5x^3 + x^2 + 5,равномерный,15,3.1622776601683795e-10,94275.7775741698,4222.389853594341
5x^3 + x^2 + 5,равномерный,15,1e-09,50620.58103847648,2735.3429778180766
5x^3 + x^2 + 5,равномерный,15,3.1622776601683795e-09,25716.641034522214,1411.1520374965885
5x^3 + x^2 + 5,равномерный,15,1e-08,12385.396945091647,603.0915271974224
5x^3 + x^2 + 5,равномерный,15,3.162277660168379e-08,5591.947642215163,256.0129513551331
5x^3 + x^2 + 5,равномерный,15,1e-07,3241.987471844429,182.0699974484039
5x^3 + x^2 + 5,равномерный,15,3.162277660168379e-07,2673.3447616319254,176.8878778110245
5x^3 + x^2 + 5,равномерный,15,1e-06,2174.887334190723,174.9300896401487
5x^3 + x^2 + 5,равномерный,15,3.162277660168379e-06,1416.4661868578105,208.72777551515944
5x^3 + x^2 + 5,равномерный,15,1e-05,559.1417945249389,282.7873891954446
5x^3 + x^2 + 5,равномерный,15,3.1622776601683795e-05,484.59709974614816,343.21815094583
5x^3 + x^2 + 5,равномерный,15,0.0001,794.617416360173,350.7412676221214
5x^3 + x^2 + 5,равномерный,15,0.00031622776601683794,808.1352961521072,273.54115741373914
5x^3 + x^2 + 5,равномерный,15,0.001,602.753764741157,174.04156063801716
5x^3 + x^2 + 5,равномерный,15,0.0031622776601683794,391.4638664899462,131.354128014507
5x^3 + x^2 + 5,равномерный,15,0.01,281.57833880545934,123.15145077916578
5x^3 + x^2 + 5,равномерный,15,0.03162277660168379,223.87859615807633,121.45007552130076
5x^3 + x^2 + 5,равномерный,15,0.1,187.25849387242403,121.36822712684828
5x^3 + x^2 + 5,равномерный,15,0.31622776601683794,167.31471261095822,124.74021338832318
5x^3 + x^2 + 5,равномерный,15,1.0,160.3324134465149,135.23367294177092
5x^3 + x^2 + 5,равномерный,15,3.1622776601683795,167.6906282938864,159.26926552818804
5x^3 + x^2 + 5,равномерный,15,10.0,219.02805514263235,207.79396836616664
5x^3 + x^2 + 5,равномерный,15,31.622776601683793,281.7657987418216,276.0838705401013
5x^3 + x^2 + 5,равномерный,15,100.0,320.6236990276877,330.38335682940294
5x^3 + x^2 + 5,нормальный,0,0.0,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,1e-10,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,3.1622776601683795e-10,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,1e-09,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,3.1622776601683795e-09,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,1e-08,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,3.162277660168379e-08,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,1e-07,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,3.162277660168379e-07,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,1e-06,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,3.162277660168379e-06,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,1e-05,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,3.1622776601683795e-05,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.0001,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.00031622776601683794,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.001,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.0031622776601683794,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.01,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.03162277660168379,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.1,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,0.31622776601683794,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,1.0,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,3.1622776601683795,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,10.0,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,31.622776601683793,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,0,100.0,387.56605618533024,373.0768528096219
5x^3 + x^2 + 5,нормальный,1,0.0,181.7674809650483,212.88004680690244
5x^3 + x^2 + 5,нормальный,1,1e-10,181.76748096563765,212.88004680504616
5x^3 + x^2 + 5,нормальный,1,3.1622776601683795e-10,181.76748096691193,212.88004680103236
5x^3 + x^2 + 5,нормальный,1,1e-09,181.76748097094173,212.88004678833963
5x^3 + x^2 + 5,нормальный,1,3.1622776601683795e-09,181.76748098368495,212.88004674820166
5x^3 + x^2 + 5,нормальный,1,1e-08,181.7674810239826,212.88004662127415
5x^3 + x^2 + 5,нормальный,1,3.162277660168379e-08,181.7674811514149,212.88004621989415
5x^3 + x^2 + 5,нормальный,1,1e-07,181.76748155439142,212.8800449506193
5x^3 + x^2 + 5,нормальный,1,3.162277660168379e-07,181.76748282871566,212.8800409368203
5x^3 + x^2 + 5,нормальный,1,1e-06,181.7674868584882,212.88002824407897
5x^3 + x^2 + 5,нормальный,1,3.162277660168379e-06,181.7674996018045,212.87998810616216
5x^3 + x^2 + 5,нормальный,1,1e-05,181.7675399002738,212.87986117948
5x^3 + x^2 + 5,нормальный,1,3.1622776601683795e-05,181.76766734087255,212.87945980762436
5x^3 + x^2 + 5,нормальный,1,0.0001,181.76807039992337,212.87819061392798
5x^3 + x^2 + 5,нормальный,1,0.00031622776601683794,181.7693455493997,212.87417762658526
5x^3 + x^2 + 5,нормальный,1,0.001,181.77338357203112,212.861493000677
5x^3 + x^2 + 5,нормальный,1,0.0031622776601683794,181.78620930070343,212.82143620363132
5x^3 + x^2 + 5,нормальный,1,0.01,181.8273291120152,212.6953196285083
5x^3 + x^2 + 5,нормальный,1,0.03162277660168379,181.9628958756564,212.3020144472908
5x^3 + x^2 + 5,нормальный,1,0.1,182.44452725108266,211.1124095449209
5x^3 + x^2 + 5,нормальный,1,0.31622776601683794,184.4268042334208,207.86218204311626
5x^3 + x^2 + 5,нормальный,1,1.0,193.58159126720753,201.84988241662484
5x^3 + x^2 + 5,нормальный,1,3.1622776601683795,227.2287595241326,206.38926922239523
5x^3 + x^2 + 5,нормальный,1,10.0,290.67149373704694,253.96771598113332
5x^3 + x^2 + 5,нормальный,1,31.622776601683793,345.5639544121185,316.4191577731097
5x^3 + x^2 + 5,нормальный,1,100.0,372.5817061021059,352.08567884042697
5x^3 + x^2 + 5,нормальный,2,0.0,106.93826460174004,122.16112478991836
5x^3 + x^2 + 5,нормальный,2,1e-10,106.93826460290003,122.161124789299
5x^3 + x^2 + 5,нормальный,2,3.1622776601683795e-10,106.93826460540836,122.16112478795974
5x^3 + x^2 + 5,нормальный,2,1e-09,106.93826461334011,122.16112478372463
5x^3 + x^2 + 5,нормальный,2,3.1622776601683795e-09,106.93826463842272,122.16112477033204
5x^3 + x^2 + 5,нормальный,2,1e-08,106.93826471774082,122.16112472798096
5x^3 + x^2 + 5,нормальный,2,3.162277660168379e-08,106.9382649685668,122.16112459405502
5x^3 + x^2 + 5,нормальный,2,1e-07,106.93826576174861,122.16112417054433
5x^3 + x^2 + 5,нормальный,2,3.162277660168379e-07,106.93826827001404,122.16112283128744
5x^3 + x^2 + 5,нормальный,2,1e-06,106.93827620188895,122.16111859620122
5x^3 + x^2 + 5,нормальный,2,3.162277660168379e-06,106.93830128511243,122.16110520384228
5x^3 + x^2 + 5,нормальный,2,1e-05,106.93838060955636,122.16106285508003
5x^3 + x^2 + 5,нормальный,2,3.1622776601683795e-05,106.9386314987361,122.16092895248724
5x^3 + x^2 + 5,нормальный,2,0.0001,106.93942531252996,122.1605056748176
5x^3 + x^2 + 5,нормальный,2,0.00031622776601683794,106.94193989497963,122.15916874799467
5x^3 + x^2 + 5,нормальный,2,0.001,106.94993484799843,122.15495694892074
5x^3 + x^2 + 5,нормальный,2,0.0031622776601683794,106.97564594484516,122.14179703310003
5x^3 + x^2 + 5,нормальный,2,0.01,107.06115846028493,122.10175924466458
5x^3 + x^2 + 5,нормальный,2,0.03162277660168379,107.37118150214182,121.99054874363985
5x^3 + x^2 + 5,нормальный,2,0.1,108.67945136643414,121.78173490672539
5x^3 + x^2 + 5,нормальный,2,0.31622776601683794,114.61012286570596,122.25921565373905
5x^3 + x^2 + 5,нормальный,2,1.0,135.94177063147822,129.7597205662694
5x^3 + x^2 + 5,нормальный,2,3.1622776601683795,190.7669080311714,164.32768311889896
5x^3 + x^2 + 5,нормальный,2,10.0,273.9327489039219,238.2187591374129
5x^3 + x^2 + 5,нормальный,2,31.622776601683793,339.2303480905431,311.1733260223133
5x^3 + x^2 + 5,нормальный,2,100.0,370.4226443268315,350.3589658553949
5x^3 + x^2 + 5,нормальный,3,0.0,108.18048021529937,126.86247305534361
5x^3 + x^2 + 5,нормальный,3,1e-10,108.18048021551797,126.86247305501274
5x^3 + x^2 + 5,нормальный,3,3.1622776601683795e-10,108.18048021599066,126.8624730542974
5x^3 + x^2 + 5,нормальный,3,1e-09,108.18048021748523,126.86247305203514
5x^3 + x^2 + 5,нормальный,3,3.1622776601683795e-09,108.18048022221176,126.86247304488131
5x^3 + x^2 + 5,нормальный,3,1e-08,108.18048023715824,126.8624730222589
5x^3 + x^2 + 5,нормальный,3,3.162277660168379e-08,108.18048028442313,126.86247295072063
5x^3 + x^2 + 5,нормальный,3,1e-07,108.18048043388887,126.86247272449685
5x^3 + x^2 + 5,нормальный,3,3.162277660168379e-07,108.18048090654838,126.86247200911578
5x^3 + x^2 + 5,нормальный,3,1e-06,108.18048240130466,126.8624697468961
5x^3 + x^2 + 5,нормальный,3,3.162277660168379e-06,108.18048712889527,126.86246259326667
5x^3 + x^2 + 5,нормальный,3,1e-05,108.1805020864119,126.86243997287875
5x^3 + x^2 + 5,нормальный,3,3.1622776601683795e-05,108.18054946184046,126.86236845467661
5x^3 + x^2 + 5,нормальный,3,0.0001,108.18070003165083,126.86214243170312
5x^3 + x^2 + 5,нормальный,3,0.00031622776601683794,108.18118371412864,126.8614290582895
5x^3 + x^2 + 5,нормальный,3,0.001,108.18278812202134,126.85918690043226
5x^3 + x^2 + 5,нормальный,3,0.0031622776601683794,108.18859441705835,126.85223343694943
5x^3 + x^2 + 5,нормальный,3,0.01,108.2138184574131,126.83160048978826
5x^3 + x^2 + 5,нормальный,3,0.03162277660168379,108.35073692785336,126.77951648372587
5x^3 + x^2 + 5,нормальный,3,0.1,109.1595265551363,126.73480587695573
5x^3 + x^2 + 5,нормальный,3,0.31622776601683794,113.54218466497696,127.4976007718625
5x^3 + x^2 + 5,нормальный,3,1.0,131.35759338758982,133.93282921636091
5x^3 + x^2 + 5,нормальный,3,3.1622776601683795,178.81863388874672,158.9325079533803
5x^3 + x^2 + 5,нормальный,3,10.0,257.8740372711768,219.3992064188039
5x^3 + x^2 + 5,нормальный,3,31.622776601683793,328.83997341828837,295.46036628053565
5x^3 + x^2 + 5,нормальный,3,100.0,366.0680027096605,343.17661879754434
5x^3 + x^2 + 5,нормальный,4,0.0,123.36296685368072,129.8241964697193
5x^3 + x^2 + 5,нормальный,4,1e-10,123.36296664673125,129.82419646844815
5x^3 + x^2 + 5,нормальный,4,3.1622776601683795e-10,123.36296619924865,129.82419646569963
5x^3 + x^2 + 5,нормальный,4,1e-09,123.36296478418444,129.82419645700793
5x^3 + x^2 + 5,нормальный,4,3.1622776601683795e-09,123.3629603093602,129.82419642952243
5x^3 + x^2 + 5,нормальный,4,1e-08,123.36294615873234,129.82419634260563
5x^3 + x^2 + 5,нормальный,4,3.162277660168379e-08,123.36290141061968,129.82419606775073
5x^3 + x^2 + 5,нормальный,4,1e-07,123.36275990567488,129.82419519858382
5x^3 + x^2 + 5,нормальный,4,3.162277660168379e-07,123.36231243786422,129.82419245004382
5x^3 + x^2 + 5,нормальный,4,1e-06,123.36089752155581,129.8241837584684
5x^3 + x^2 + 5,нормальный,4,3.162277660168379e-06,123.35642417460129,129.82415627400437
5x^3 + x^2 + 5,нормальный,4,1e-05,123.34228831475272,129.82406936760518
5x^3 + x^2 + 5,нормальный,4,3.1622776601683795e-05,123.29768761724843,129.82379461649143
5x^3 + x^2 + 5,нормальный,4,0.0001,123.15764856434453,129.82292648690483
5x^3 + x^2 + 5,нормальный,4,0.00031622776601683794,122.72458415650776,129.82018829264052
5x^3 + x^2 + 5,нормальный,4,0.001,121.44614588468248,129.81159931571014
5x^3 + x^2 + 5,нормальный,4,0.0031622776601683794,118.14119421377968,129.78511459922368
5x^3 + x^2 + 5,нормальный,4,0.01,111.94741542246034,129.7074575795635
5x^3 + x^2 + 5,нормальный,4,0.03162277660168379,105.44337479895633,129.50752281615013
5x^3 + x^2 + 5,нормальный,4,0.1,102.46346537248633,129.10885079379003
5x^3 + x^2 + 5,нормальный,4,0.31622776601683794,104.90268359703404,128.64930916130905
5x^3 + x^2 + 5,нормальный,4,1.0,120.25759145188547,130.42668757746654
5x^3 + x^2 + 5,нормальный,4,3.1622776601683795,166.7176971485953,149.20015949011108
5x^3 + x^2 + 5,нормальный,4,10.0,249.1579826564288,211.7147139514343
5x^3 + x^2 + 5,нормальный,4,31.622776601683793,324.6704466823311,291.9572062331912
5x^3 + x^2 + 5,нормальный,4,100.0,364.50691095122164,341.8718684708697
5x^3 + x^2 + 5,нормальный,5,0.0,196.4466482453914,128.49499452396924
5x^3 + x^2 + 5,нормальный,5,1e-10,196.4466435925114,128.49499452709716
5x^3 + x^2 + 5,нормальный,5,3.1622776601683795e-10,196.4466335316863,128.49499453386065
5x^3 + x^2 + 5,нормальный,5,1e-09,196.44660171658145,128.49499455524844
5x^3 + x^2 + 5,нормальный,5,3.1622776601683795e-09,196.4465011085756,128.4949946228829
5x^3 + x^2 + 5,нормальный,5,1e-08,196.4461829599216,128.49499483676132
5x^3 + x^2 + 5,нормальный,5,3.162277660168379e-08,196.44517690370358,128.49499551310305
5x^3 + x^2 + 5,нормальный,5,1e-07,196.44199565599814,128.49499765186835
5x^3 + x^2 + 5,нормальный,5,3.162277660168379e-07,196.4319374811398,128.495004415088
5x^3 + x^2 + 5,нормальный,5,1e-06,196.40014886495692,128.49502580076805
5x^3 + x^2 + 5,нормальный,5,3.162277660168379e-06,196.2998053254646,128.49509341324182
5x^3 + x^2 + 5,нормальный,5,1e-05,195.98428868871196,128.49530707291547
5x^3 + x^2 + 5,нормальный,5,3.1622776601683795e-05,195.0041586935791,128.49598122990153
5x^3 + x^2 + 5,нормальный,5,0.0001,192.07042392188015,128.49809825939576
5x^3 + x^2 + 5,нормальный,5,0.00031622776601683794,184.1746448165619,128.50464757641078
5x^3 + x^2 + 5,нормальный,5,0.001,167.72893483796906,128.52399712822998
5x^3 + x^2 + 5,нормальный,5,0.0031622776601683794,145.5067517471902,128.57397485276323
5x^3 + x^2 + 5,нормальный,5,0.01,125.70403669186514,128.66542368295134
5x^3 + x^2 + 5,нормальный,5,0.03162277660168379,112.65542660251171,128.7505254848429
5x^3 + x^2 + 5,нормальный,5,0.1,107.80277566928012,128.8435533860513
5x^3 + x^2 + 5,нормальный,5,0.31622776601683794,110.18714814938976,129.4713359432488
5x^3 + x^2 + 5,нормальный,5,1.0,123.24342477870846,133.1133682911612
5x^3 + x^2 + 5,нормальный,5,3.1622776601683795,164.74737864189535,150.91249228302303
5x^3 + x^2 + 5,нормальный,5,10.0,243.79632072731314,206.17867996823304
5x^3 + x^2 + 5,нормальный,5,31.622776601683793,320.289213382463,284.75551082814246
5x^3 + x^2 + 5,нормальный,5,100.0,362.47471190511715,338.07925178175026
5x^3 + x^2 + 5,нормальный,6,0.0,255.98933347336543,140.72045899743796
5x^3 + x^2 + 5,нормальный,6,1e-10,255.98930199760343,140.72045835912778
5x^3 + x^2 + 5,нормальный,6,3.1622776601683795e-10,255.98923393828963,140.720456978925
5x^3 + x^2 + 5,нормальный,6,1e-09,255.9890187164959,140.72045261435
5x^3 + x^2 + 5,нормальный,6,3.1622776601683795e-09,255.98833813192255,140.7204388123738
5x^3 + x^2 + 5,нормальный,6,1e-08,255.98618599936586,140.72039516688722
5x^3 + x^2 + 5,нормальный,6,3.162277660168379e-08,255.97938100787943,140.72025714978506
5x^3 + x^2 + 5,нормальный,6,1e-07,255.9578682233649,140.71982072180492
5x^3 + x^2 + 5,нормальный,6,3.162277660168379e-07,255.88990363591765,140.71844081949484
5x^3 + x^2 + 5,нормальный,6,1e-06,255.67562660431432,140.71407922575932
5x^3 + x^2 + 5,нормальный,6,3.162277660168379e-06,255.0044117451489,140.70030702994276
5x^3 + x^2 + 5,нормальный,6,1e-05,252.94359193817314,140.65695831232756
5x^3 + x^2 + 5,нормальный,6,3.1622776601683795e-05,246.98344717472133,140.52187571010174
5x^3 + x^2 + 5,нормальный,6,0.0001,232.287551150188,140.11378675396665
5x^3 + x^2 + 5,нормальный,6,0.00031622776601683794,206.18369939594476,138.98925567617343
5x^3 + x^2 + 5,нормальный,6,0.001,175.7682532983349,136.55800586173336
5x^3 + x^2 + 5,нормальный,6,0.0031622776601683794,149.35514898307045,133.35862530908116
5x^3 + x^2 + 5,нормальный,6,0.01,128.64793197233627,131.26390575547362
5x^3 + x^2 + 5,нормальный,6,0.03162277660168379,112.97359984197203,130.67168297274452
5x^3 + x^2 + 5,нормальный,6,0.1,105.18609579497927,130.97307350207305
5x^3 + x^2 + 5,нормальный,6,0.31622776601683794,105.92458052578908,131.96048287834245
5x^3 + x^2 + 5,нормальный,6,1.0,117.91790104822572,134.76177799268206
5x^3 + x^2 + 5,нормальный,6,3.1622776601683795,159.13537965891334,149.24099809317116
5x^3 + x^2 + 5,нормальный,6,10.0,239.09228806859596,202.72342341199675
5x^3 + x^2 + 5,нормальный,6,31.622776601683793,317.6540712713464,282.5763288899815
5x^3 + x^2 + 5,нормальный,6,100.0,361.4124886383286,337.16523625233066
5x^3 + x^2 + 5,нормальный,7,0.0,612.1327679590516,152.09041824665
5x^3 + x^2 + 5,нормальный,7,1e-10,612.1309943245891,152.09041119995905
5x^3 + x^2 + 5,нормальный,7,3.1622776601683795e-10,612.127159299161,152.09039596306727
5x^3 + x^2 + 5,нормальный,7,1e-09,612.1150324564717,152.09034778011682
5x^3 + x^2 + 5,нормальный,7,3.1622776601683795e-09,612.0766897490319,152.0901954142368
5x^3 + x^2 + 5,нормальный,7,1e-08,611.9554968005449,152.08971361173715
5x^3 + x^2 + 5,нормальный,7,3.162277660168379e-08,611.5728234760859,152.08819022563176
5x^3 + x^2 + 5,нормальный,7,1e-07,610.3683989922472,152.08337492619336
5x^3 + x^2 + 5,нормальный,7,3.162277660168379e-07,606.6157062883897,152.0681682847236
5x^3 + x^2 + 5,нормальный,7,1e-06,595.2814501540603,152.02028638052502
5x^3 + x^2 + 5,нормальный,7,3.162277660168379e-06,564.0217872861033,151.87089638481436
5x^3 + x^2 + 5,нормальный,7,1e-05,495.5500151585576,151.41779948661218
5x^3 + x^2 + 5,нормальный,7,3.1622776601683795e-05,398.2663903850668,150.1523661995482
5x^3 + x^2 + 5,нормальный,7,0.0001,313.5308249509927,147.28015273841314
5x^3 + x^2 + 5,нормальный,7,0.00031622776601683794,253.99965642593332,142.78153884584182
5x^3 + x^2 + 5,нормальный,7,0.001,210.15305743151742,137.85182047115794
5x^3 + x^2 + 5,нормальный,7,0.0031622776601683794,173.46310988893845,133.5556195943453
5x^3 + x^2 + 5,нормальный,7,0.01,141.6829008698118,131.0703925456155
5x^3 + x^2 + 5,нормальный,7,0.03162277660168379,119.3898404491072,130.33908880354926
5x^3 + x^2 + 5,нормальный,7,0.1,109.30370786073577,130.6372484225807
5x^3 + x^2 + 5,нормальный,7,0.31622776601683794,110.02831666170346,131.79400504207456
5x^3 + x^2 + 5,нормальный,7,1.0,121.1151228479072,135.49024303779404
5x^3 + x^2 + 5,нормальный,7,3.1622776601683795,159.26385174682227,150.94348109310647
5x^3 + x^2 + 5,нормальный,7,10.0,237.05313023505443,201.05832305825086
5x^3 + x^2 + 5,нормальный,7,31.622776601683793,315.46053982032527,278.6264329054226
5x^3 + x^2 + 5,нормальный,7,100.0,360.27493421200114,334.7693532202113
5x^3 + x^2 + 5,нормальный,8,0.0,688.2728459027951,166.1512680799243
5x^3 + x^2 + 5,нормальный,8,1e-10,688.2672731335969,166.1512293605153
5x^3 + x^2 + 5,нормальный,8,3.1622776601683795e-10,688.2552253292425,166.1511456391372
5x^3 + x^2 + 5,нормальный,8,1e-09,688.2171455383074,166.15088089493358
5x^3 + x^2 + 5,нормальный,8,3.1622776601683795e-09,688.0969135635067,166.15004376252762
5x^3 + x^2 + 5,нормальный,8,1e-08,687.7185616675802,166.14739713954043
5x^3 + x^2 + 5,нормальный,8,3.162277660168379e-08,686.5402328684688,166.13903399810823
5x^3 + x^2 + 5,нормальный,8,1e-07,682.9828191442717,166.11264939788262
5x^3 + x^2 + 5,нормальный,8,3.162277660168379e-07,673.1050345745164,166.02982815118887
5x^3 + x^2 + 5,нормальный,8,1e-06,649.9483470345069,165.77389526633803
5x^3 + x^2 + 5,нормальный,8,3.162277660168379e-06,604.7805765826538,165.0193330317478
5x^3 + x^2 + 5,нормальный,8,1e-05,526.6072585190043,163.0604829949918
5x^3 + x^2 + 5,нормальный,8,3.1622776601683795e-05,425.12863321162297,159.16935709448083
5x^3 + x^2 + 5,нормальный,8,0.0001,338.97731991801845,153.73623227627155
5x^3 + x^2 + 5,нормальный,8,0.00031622776601683794,274.55852120764996,148.03857808522494
5x^3 + x^2 + 5,нормальный,8,0.001,219.74146785527014,143.02262047319425
5x^3 + x^2 + 5,нормальный,8,0.0031622776601683794,175.76793623945602,138.18311475774382
5x^3 + x^2 + 5,нормальный,8,0.01,142.79813262677726,133.93706021575048
5x^3 + x^2 + 5,нормальный,8,0.03162277660168379,119.8221094509249,131.89936025815746
5x^3 + x^2 + 5,нормальный,8,0.1,108.17412292086381,131.91082281287697
5x^3 + x^2 + 5,нормальный,8,0.31622776601683794,107.7797396578333,133.4292936925635
5x^3 + x^2 + 5,нормальный,8,1.0,118.0395475552161,137.28575854391292
5x^3 + x^2 + 5,нормальный,8,3.1622776601683795,156.18324743485184,151.2945675704477
5x^3 + x^2 + 5,нормальный,8,10.0,234.3826764965594,199.5367662845355
5x^3 + x^2 + 5,нормальный,8,31.622776601683793,313.76050158354667,277.2398152635611
5x^3 + x^2 + 5,нормальный,8,100.0,359.5403766367561,334.1142796526265
5x^3 + x^2 + 5,нормальный,9,0.0,6908.710358215396,208.7651296382624
5x^3 + x^2 + 5,нормальный,9,1e-10,6904.162540488585,208.76433050606713
5x^3 + x^2 + 5,нормальный,9,3.1622776601683795e-10,6894.34762246357,208.7626026664032
5x^3 + x^2 + 5,нормальный,9,1e-09,6863.477694134201,208.75713967723786
5x^3 + x^2 + 5,нормальный,9,3.1622776601683795e-09,6767.503786485072,208.73987341726146
5x^3 + x^2 + 5,нормальный,9,1e-08,6479.557294771479,208.68536478544425
5x^3 + x^2 + 5,нормальный,9,3.162277660168379e-08,5700.420128399713,208.51390880812423
5x^3 + x^2 + 5,нормальный,9,1e-07,4072.732094800684,207.98070606038675
5x^3 + x^2 + 5,нормальный,9,3.162277660168379e-07,1977.3928127848255,206.37950648521274
5x^3 + x^2 + 5,нормальный,9,1e-06,505.6653803003849,202.03356651995404
5x^3 + x^2 + 5,нормальный,9,3.162277660168379e-06,351.41595025105204,192.84638105721092
5x^3 + x^2 + 5,нормальный,9,1e-05,502.22935198491143,180.38406957485162
5x^3 + x^2 + 5,нормальный,9,3.1622776601683795e-05,471.0176432722721,169.63347375313737
5x^3 + x^2 + 5,нормальный,9,0.0001,383.80610708476604,161.68065783567351
5x^3 + x^2 + 5,нормальный,9,0.00031622776601683794,304.9208970158392,154.4256572305627
5x^3 + x^2 + 5,нормальный,9,0.001,242.0646306475166,146.68941794482404
5x^3 + x^2 + 5,нормальный,9,0.0031622776601683794,192.38417951283563,139.54828993406016
5x^3 + x^2 + 5,нормальный,9,0.01,152.3522408342666,134.301966279723
5x^3 + x^2 + 5,нормальный,9,0.03162277660168379,124.31488678694375,131.95421594629667
5x^3 + x^2 + 5,нормальный,9,0.1,111.02998889156568,131.86980354440794
5x^3 + x^2 + 5,нормальный,9,0.31622776601683794,110.73680825102547,133.29787433697123
5x^3 + x^2 + 5,нормальный,9,1.0,120.72990152596708,137.37717351946853
5x^3 + x^2 + 5,нормальный,9,3.1622776601683795,156.7931368590104,152.4039365688855
5x^3 + x^2 + 5,нормальный,9,10.0,233.7087132992272,199.2429518172547
5x^3 + x^2 + 5,нормальный,9,31.622776601683793,312.61490245286035,274.87151114533674
5x^3 + x^2 + 5,нормальный,9,100.0,358.8533255677609,332.44985945300886
5x^3 + x^2 + 5,нормальный,10,0.0,9056.347177296715,223.658586124939
5x^3 + x^2 + 5,нормальный,10,1e-10,9025.727586652025,223.6545128428346
5x^3 + x^2 + 5,нормальный,10,3.1622776601683795e-10,8961.327979378431,223.64571095783353
5x^3 + x^2 + 5,нормальный,10,1e-09,8772.441768115848,223.61792769250192
5x^3 + x^2 + 5,нормальный,10,3.1622776601683795e-09,8287.864450669536,223.53057371101846
5x^3 + x^2 + 5,нормальный,10,1e-08,7334.8041426682785,223.2592656821564
5x^3 + x^2 + 5,нормальный,10,3.162277660168379e-08,5910.140920924383,222.44725571771647
5x^3 + x^2 + 5,нормальный,10,1e-07,3947.1066649403606,220.25328787540388
5x^3 + x^2 + 5,нормальный,10,3.162277660168379e-07,1768.2174548802327,215.50954374557932
5x^3 + x^2 + 5,нормальный,10,1e-06,320.05289294592274,207.7976440355501
5x^3 + x^2 + 5,нормальный,10,3.162277660168379e-06,511.0512368493909,197.04315972895515
5x^3 + x^2 + 5,нормальный,10,1e-05,588.7987059208348,184.85208620019787
5x^3 + x^2 + 5,нормальный,10,3.1622776601683795e-05,513.4100977562982,175.05950709376594
5x^3 + x^2 + 5,нормальный,10,0.0001,409.3511158282261,167.21466968732773
5x^3 + x^2 + 5,нормальный,10,0.00031622776601683794,322.07606680465574,159.09031356375178
5x^3 + x^2 + 5,нормальный,10,0.001,249.73464992790736,150.76036956046295
5x^3 + x^2 + 5,нормальный,10,0.0031622776601683794,193.20135586085684,143.26710402239289
5x^3 + x^2 + 5,нормальный,10,0.01,152.12085091682474,136.94622077389184
5x^3 + x^2 + 5,нормальный,10,0.03162277660168379,124.41534088241247,133.32171162944505
5x^3 + x^2 + 5,нормальный,10,0.1,110.5820763297327,132.72066993712002
5x^3 + x^2 + 5,нормальный,10,0.31622776601683794,109.65327365593957,134.28900066230509
5x^3 + x^2 + 5,нормальный,10,1.0,119.01279969350301,138.70548448909346
5x^3 + x^2 + 5,нормальный,10,3.1622776601683795,154.99886282662655,153.18420638850336
5x^3 + x^2 + 5,нормальный,10,10.0,232.17891680481358,198.63571113276336
5x^3 + x^2 + 5,нормальный,10,31.622776601683793,311.5069774092084,273.9711620159473
5x^3 + x^2 + 5,нормальный,10,100.0,358.33674141027075,331.9670008805764
5x^3 + x^2 + 5,нормальный,11,0.0,54167.56795208298,1184.7857417820064
5x^3 + x^2 + 5,нормальный,11,1e-10,51728.30283546993,1180.3521255692488
